language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,244,4.32,"Rafe Khatchadorian, the hero of the bestselling Middle School
series, is ready for a fun summer at camp--until he finds out it's a summer school camp! Luckily, Rafe easily makes friends with his troublemaking cabin mates and bunkmate, a boy nicknamed Booger-Eater, who puts up with endless teasing from the other kids. Rafe soon realizes there's more to a person than a nickname, though.
This third book in the massively popular Middle School series is an unforgettable summer of hijinks, new friends, and surprises, all told with the hilarity and honesty readers have come to expect from blockbuster author James Patterson.","[{'author_id': '3780', 'role': ''}, {'author_id': '464986', 'role': ''}]",2013.0,16098162,2157,21906996,"Middle School: How I Survived Bullies, Broccoli, and Snake Hill  (Middle School, #4)","Middle School: How I Survived Bullies, Broccoli, and Snake Hill  (Middle School, #4)",0316231754,9780316231756,https://images.gr-assets.com/books/1372901665m/16098162.jpg
en-US,18,3.9,"Meet the silliest family in the world!
Grandpa Brown tries to hatch a baby horse.Mr. Brown shouts at his underwear. And Jane Brown grows a carrot in her ear (she planted a radish). Here are six stories to make you giggle and laugh.","[{'author_id': '13728', 'role': ''}, {'author_id': '1490478', 'role': 'Illustrator'}]",1986.0,878894,106,864221,There Is a Carrot in My Ear and Other Noodle Tales,There Is a Carrot in My Ear and Other Noodle Tales,0064441032,9780064441032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,6,3.94,"Froggy thinks the new girl in class, Frogilina, is the cutest frog he's ever seen. He can't even concentrate when she's around. When Frogilina smiles at him through the monkey bars, Froggy falls smack on his head -- bonk! A mere glance from her makes his insides all soft and wiggly, like he's had caterpillars for breakfast. With Valentine's Day just a week away Froggy really wants to know, could this be love?? A fun-for-all, tongue-tangling, giggle-getting, flap, bonk, slam of a rousing read-aloud. School Library Journal for Let's Go, Froggy!","[{'author_id': '39781', 'role': ''}, {'author_id': '257031', 'role': ''}]",1998.0,3204137,25,937382,Froggy's First Kiss,Froggy's First Kiss,0670870641,9780670870646,https://images.gr-assets.com/books/1355924770m/3204137.jpg
eng,3,3.41,What's for dinner at the local zoo? Find out in this buffet of fun food facts. This photo essay takes kids behind the scenes at a community zoo to see what and how their favorite animals eat. Colorful photographs and interesting tidbits will leave even the most finicky readers asking for more!,"[{'author_id': '7961', 'role': ''}]",2000.0,1338961,17,1328531,Feeding Time at the Zoo,Feeding Time at the Zoo,0375800670,9780375800672,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,4.0,"Wil is desperate for his older brother to come back from the dead. But the thing about zombies is . . they don't exactly make the best siblings.
Thirteen-year-old Wil Lowenstein copes with his brother's death by focusing on Zombie Tag, a mafia/
capture the flag hybrid game where he and his friends fight off brain-eating zombies with their mothers' spatulas. What Wil doesn't tell anybody is that if he could bring his dead brother back as a zombie, he would in a heartbeat. But when Wil finds a way to summon all the dead within five miles, he's surprised to discover that his back-from-the-dead brother is emotionless and distant. 
In her first novel for younger readers, Moskowitz offers a funny and heartfelt look at how one boy deals with change, loss, and the complicated relationship between brothers.","[{'author_id': '1217665', 'role': ''}]",2011.0,11839528,1,13724405,Zombie Tag,Zombie Tag,1429995270,9781429995276,https://images.gr-assets.com/books/1315805297m/11839528.jpg
eng,6,4.1,"To protect his life, Arthur, son of King Uther, was hidden from the court when still a baby. Growing up in Sir Ector's household, Arthur knew nothing of his noble birth. Then one day at a tournament, he forgot to bring a sword for his brother, Kay. Looking for a replacement, Arthur saw a strange sword plunged into a stone. From the moment he released the famous sword he assumed his destiny as the rightful King of England. But there were still battles to be fought, and with Merlin's help and the famous Excalibur at his side, Arthur established a reign of nobility, justice, and wisdom whose fame has lasted to the present day.","[{'author_id': '29541', 'role': ''}, {'author_id': '262968', 'role': 'Illustrator'}]",1999.0,1619521,53,1613441,Young Arthur,Young Arthur,0440412609,9780440412601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,8,3.64,"Percy Orlando Leonard Alexander Reginald Bear loves his colorful flannel pajamas more than anything else in the world. But there's one problem - all the other polar bears tease him for being the only one to wear pj's. Percy wants to fit in, so he reluctantly packs away his pajamas. The teasing ends, but Percy runs into a whole new set of problems. Distinctive color illustrations follow Percy through his troubles as he learns a meaningful lesson about the importance of being true to himself.","[{'author_id': '395397', 'role': ''}]",,746704,42,732850,The Practically Perfect Pajamas,The Practically Perfect Pajamas,1890817228,9781890817220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,9,3.62,"The perfect gift for birthdays, graduation, and special occasions!
A life full of adventure first requires big dreams. And big dreams need big encouragement. From world-renowned author and artist Sandra Magsamen comes You!, offering inspiration and hope to readers from 1 to 100. Includes colorful, lively illustrations along with whimsical rhyming text that can be cherished in almost any setting.","[{'author_id': '83154', 'role': ''}]",2015.0,25429090,32,45189914,You!,You!,1492619345,9781492619345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,2,3.83,,"[{'author_id': '10657', 'role': ''}]",2002.0,3939404,26,1542989,The Secret Seven Win Through,The Secret Seven Win Through,0340796421,9780340796429,https://images.gr-assets.com/books/1328096785m/3939404.jpg
eng,497,4.16,"Sent in 1910 to live with distant relatives who own a rubber plantation along the Amazon River, English orphan Maia is excited. She believes she is in for brightly colored macaws, enormous butterflies, and ""curtains of sweetly scented orchids trailing from the trees."" Her British classmates warn her of man-eating alligators and wild, murderous Indians. Unfortunately, no one cautions Maia about her nasty, xenophobic cousins, who douse the house in bug spray and forbid her from venturing beyond their coiffed compound. Maia, however, is resourceful enough to find herself smack in the middle of more excitement than she ever imagined, from a mysterious ""Indian"" with an inheritance, to an itinerant actor dreading his impending adolescence, to a remarkable journey down the Amazon in search of the legendary giant sloth.","[{'author_id': '57462', 'role': ''}, {'author_id': '472036', 'role': 'Illustrations'}]",2003.0,294442,7823,1286367,Journey to the River Sea,Journey to the River Sea,0142501840,9780142501849,https://images.gr-assets.com/books/1309202691m/294442.jpg
eng,7,3.63,"Oh no! Stacey McGill is moving back to New York! That means no more Stoneybrook Middle School, no more Charlotte Johanssen, and worst of all... no more Baby-sitters Club!
Stacey's friends are crushed when they hear that Stacey's moving, Claudia most of all. Stacey was her first best friend.
How will the BSC cope without Stacey? What kind of going-away present is good enough for someone as special as she is? But most important... who is going to be the next member of the Baby-sitters Club?","[{'author_id': '21616', 'role': ''}]",1996.0,233748,110,38191,"Good-bye Stacey, Good-bye (The Baby-Sitters Club, #13)","Good-bye Stacey, Good-bye (The Baby-Sitters Club, #13)",0590251686,9780590251686,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,12,4.11,"Ella loves her kitten, Fluff, and worries about her going missing again. But Fluff is enchanted by being outside, especially when it starts snowing and she has the pretty snowflakes to play with. But suddenly a blizzard sets in and Fluff loses her way - will Ella ever be reunited with her kitten?","[{'author_id': '887961', 'role': ''}, {'author_id': '7161', 'role': 'Illustrator'}]",2007.0,1953996,199,1956929,Lost in the Storm,Lost in the Storm,1847150241,9781847150240,https://images.gr-assets.com/books/1337561062m/1953996.jpg
eng,3,3.86,"Could there possibly be anything more absolutely, mega embarrassing than being called Parsley? You bet. After a disagreement with the local council, Parsley's dad decides to set up his own principality, making 12-year-old Parsley - Princess Parsley! How about that for making you popular in your first year of high school? But it's the way Parsley approaches being a princess that really causes a stir, and a lot of laughs.","[{'author_id': '6199', 'role': ''}]",,30275989,14,50752141,Princess Parsley,Princess Parsley,,9781742991610,https://images.gr-assets.com/books/1464076385m/30275989.jpg
eng,2,4.11,"When Cabbage Moon was first published in 1965, School Library Journal called it ""delightful childlike nonsense"" and asked, ""What child won't like a princess who walks on stilts and a villain who wears a tall silk hat and rides a bicycle through the night?"" The enchanting tale of Princess Adelgitha, her dog Jennie, and the villainous Lorenzo Squink, who steals the moon from the sky, went on to win children's hearts, selling more than 70,000 copies.","[{'author_id': '5303', 'role': ''}, {'author_id': '698943', 'role': 'Illustrator'}]",1965.0,24483460,3,1569724,Cabbage Moon,Cabbage Moon,,,https://images.gr-assets.com/books/1421171140m/24483460.jpg
eng,9,3.94,"There's no place on Earth a flat kid can't go!
G'day, Stanley!
Stanley and his brother, Arthur, have just won a trip to Australia! They fly down under on a private jet and go diving in the Great Barrier Reef. But when Arthur launches him into the air for a game of boomerang, Stanley is accidentally sent spinning into an amazing adventure deep in the heart of the Australian outback!","[{'author_id': '4574346', 'role': ''}, {'author_id': '43329', 'role': 'Series Creator'}, {'author_id': '510052', 'role': 'Illustrator'}]",2011.0,7294993,109,8617160,"The Australian Boomerang Bonanza (Flat Stanley's Worldwide Adventures, #8)","The Australian Boomerang Bonanza (Flat Stanley's Worldwide Adventures, #8)",0061430188,9780061430183,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,9,4.23,"Stellalunahas been charming picture-book readers for years with its moving tale of a lost little bat who learns a big lesson about friendship. This bestseller has now been adapted as a board book, the perfect format to introduce younger readers to Janell Cannon's enchanting tale and gorgeous art. Reading Level: Age 3 and Up","[{'author_id': '54711', 'role': ''}]",2007.0,1327240,85,1316672,Stellaluna,Stellaluna,0152062874,9780152062873,https://images.gr-assets.com/books/1381962743m/1327240.jpg
eng,2,4.53,"Based on a true story, this sweet, inspirational short story is about a couple of kittens who were cruelly abandoned and left for dead by their owners. One of the kittens is extremely ill, so when the kittens are found by a little girl named Ashley, it soon becomes a life or death situation.
This short story is perfect for animal lovers ages 7-12. Not only will the story warm your heart, but it also teaches an important lesson about empathy and proper animal care. This story can be read aloud or enjoyed by independent readers.","[{'author_id': '4809593', 'role': ''}]",2012.0,17250962,3,23840257,"Vinny & Violet, The Unwanted Kittens","Vinny & Violet, The Unwanted Kittens",,,https://images.gr-assets.com/books/1358220377m/17250962.jpg
eng,160,4.2,"An apple pie is easy to make...if the market is open. But if the market is closed, the world becomes your grocery store. This deliciously silly recipe for apple pie takes readers around the globe to gather ingredients. First hop a steamboat to Italy for the finest semolina wheat. Then hitch a ride to England and hijack a cow for the freshest possible milk. And, oh yes! Don't forget to go apple picking in Vermont! A simple recipe for apple pie is included.","[{'author_id': '89281', 'role': ''}]",,154422,1788,149044,How to Make an Apple Pie and See the World,How to Make an Apple Pie and See the World,0679880836,9780679880837,https://images.gr-assets.com/books/1320430792m/154422.jpg
